epoch	time	lr	loss	acc	fscore_macro	val_loss	val_acc	val_fscore_macro
1	1.5236452509998344	0.001	0.6616775337095631	73.39167457948683	0.5326797366142273	0.5798886989832818	87.07865168539325	0.4705882668495178
2	1.4398375999880955	0.001	0.5419474829168058	83.32544941392392	0.4516128897666931	0.47877153519834026	87.07865168539325	0.4705882668495178
3	1.526640642026905	0.001	0.5083076372784946	82.07190168050515	0.4516128897666931	0.4587642060460223	87.07865168539325	0.4705882668495178
4	1.4262319330009632	0.001	0.4955496725431567	82.56070649319362	0.4516128897666931	0.45309720068388665	87.07865168539325	0.4705882668495178
5	1.6660345509881154	0.001	0.48945331418412746	82.89971617786188	0.4516128897666931	0.449745847268051	87.07865168539325	0.4705882668495178
6	1.5779410660034046	0.001	0.49628729115935466	82.0324819775945	0.4516128897666931	0.44777700550547256	87.07865168539325	0.4705882668495178
7	1.8691699220216833	0.001	0.4863719160588372	82.96278784110395	0.4516128897666931	0.44660805349939325	87.07865168539325	0.4705882668495178
8	2.2825816289987415	0.001	0.49250640326101147	82.26111636707664	0.4516128897666931	0.4458846669741784	87.07865168539325	0.4705882668495178
9	2.8610238960245624	0.001	0.48867405490031646	82.6158940397351	0.4516128897666931	0.4452820395708977	87.07865168539325	0.4705882668495178
10	2.4061547399614938	0.001	0.4872753806799904	82.73415326395458	0.4516128897666931	0.44487396630455045	87.07865168539325	0.4705882668495178
11	2.044020925008226	0.001	0.48691064288510166	82.73415326395458	0.4516128897666931	0.44457983345574653	87.07865168539325	0.4705882668495178
12	1.5187020229641348	0.001	0.4889801906152164	82.51340281794177	0.4516128897666931	0.4444429384411944	87.07865168539325	0.4705882668495178
13	1.7471303140046075	0.001	0.479773683404742	83.42005676442763	0.4516128897666931	0.4443124159891507	87.07865168539325	0.4705882668495178
14	1.7269273650017567	0.001	0.49184820690353526	82.11920529801324	0.4516128897666931	0.4444963222139337	87.07865168539325	0.4705882668495178
15	1.5594565530191176	0.001	0.49516540641703466	81.62251655629139	0.4516128897666931	0.44559202245558693	87.07865168539325	0.4705882668495178
16	1.6467396260122769	0.001	0.488815324647086	82.11132138341581	0.4516128897666931	0.4462989574291286	87.07865168539325	0.4705882668495178
17	1.9226258950075135	0.001	0.4844485244439702	82.3951435648504	0.4516128897666931	0.4459031386098612	87.07865168539325	0.4705882668495178
18	1.758550180005841	0.0001	0.48256420846693676	83.45159263935649	0.5114201307296753	0.4458873815527569	87.07865168539325	0.4705882668495178
19	1.5374774759984575	0.0001	0.4811966531718804	83.58561967833491	0.5114201307296753	0.4458674861027507	87.07865168539325	0.4705882668495178
20	1.6184208109625615	0.0001	0.48522887242889223	83.15988655776039	0.5114201307296753	0.4458420286687572	87.07865168539325	0.4705882668495178
21	1.6544371329946443	0.0001	0.4792723724496962	83.75906660789121	0.5114201307296753	0.4458164791489362	87.07865168539325	0.4705882668495178
22	1.5415081229875796	1e-05	0.48226350946254964	83.42005676442763	0.5114201307296753	0.4458220156837492	87.07865168539325	0.4705882668495178
23	1.5147024770267308	1e-05	0.48558220456203655	83.14411867082175	0.5114201307296753	0.44581627823440323	87.07865168539325	0.4705882668495178
24	1.5057911209878512	1e-05	0.4910160137610043	82.6158940397351	0.5114201307296753	0.44581962937719366	87.07865168539325	0.4705882668495178
25	1.5576199349598028	1e-05	0.4861279341727918	83.06527914951292	0.5114201307296753	0.44581533840086573	87.07865168539325	0.4705882668495178
26	1.6736163510358892	1.0000000000000002e-06	0.4798925565511637	83.65657529948224	0.5114201307296753	0.44581558809298255	87.07865168539325	0.4705882668495178
27	1.5894245590316132	1.0000000000000002e-06	0.49059135299757506	82.56070650762956	0.5114201307296753	0.4458156330755141	87.07865168539325	0.4705882668495178
28	1.6372815489885397	1.0000000000000002e-06	0.4786267539410514	83.7511825922422	0.5114201307296753	0.44581527154097395	87.07865168539325	0.4705882668495178
29	1.5173929660231806	1.0000000000000002e-06	0.4880847315689022	82.75780515210631	0.5114201307296753	0.44581570484665	87.07865168539325	0.4705882668495178
30	1.4857815889990889	1.0000000000000002e-07	0.48210804760738035	83.44370860927152	0.5114201307296753	0.44581573130039687	87.07865168539325	0.4705882668495178
31	1.4530411789892241	1.0000000000000002e-07	0.49648669393082895	82.00094607379376	0.5114201307296753	0.4458156968100687	87.07865168539325	0.4705882668495178
32	1.4775265619973652	1.0000000000000002e-07	0.488627352800252	82.82087674316868	0.5114201307296753	0.44581566019897606	87.07865168539325	0.4705882668495178
33	1.5965953539707698	1.0000000000000002e-07	0.4815445800603507	83.61715555326377	0.5114201307296753	0.4458156982611181	87.07865168539325	0.4705882668495178
34	1.5303544529597275	1.0000000000000004e-08	0.474344512202769	84.20056764427625	0.5114201307296753	0.4458156982611181	87.07865168539325	0.4705882668495178
35	1.4891313959960826	1.0000000000000004e-08	0.4887981612725199	82.81299278526342	0.5114201307296753	0.4458156982611181	87.07865168539325	0.4705882668495178
36	1.628723073983565	1.0000000000000004e-08	0.4824274495286319	83.44370860927152	0.5114201307296753	0.4458156982611181	87.07865168539325	0.4705882668495178
37	1.7074688409920782	1.0000000000000004e-08	0.4895808308780926	82.75780520985008	0.5114201307296753	0.445815701832932	87.07865168539325	0.4705882668495178
38	1.842620329989586	1.0000000000000004e-08	0.4838323076321702	83.39640502063531	0.5114201307296753	0.445815701832932	87.07865168539325	0.4705882668495178
39	1.5861803829902783	1.0000000000000004e-08	0.48261727444834607	83.46736045411542	0.5114201307296753	0.445815701832932	87.07865168539325	0.4705882668495178
40	1.5387586549622938	1.0000000000000004e-08	0.4824933339484818	83.4279407945126	0.5114201307296753	0.445815701832932	87.07865168539325	0.4705882668495178
41	1.6504878930281848	1.0000000000000004e-08	0.47981033769551606	83.67234317198495	0.5114201307296753	0.445815701832932	87.07865168539325	0.4705882668495178
42	1.7050967040122487	1.0000000000000004e-08	0.4883504228819736	82.87606433301798	0.5114201307296753	0.44581570540474597	87.07865168539325	0.4705882668495178
43	1.6543801009538583	1.0000000000000004e-08	0.48246150910008484	83.34910122989594	0.5114201307296753	0.44581570540474597	87.07865168539325	0.4705882668495178
44	1.7577125119860284	1.0000000000000004e-08	0.4913292096940097	82.6158940397351	0.5114201307296753	0.44581570540474597	87.07865168539325	0.4705882668495178
45	1.6216875719837844	1.0000000000000004e-08	0.48401490107615713	83.32544938505204	0.5114201307296753	0.44581570540474597	87.07865168539325	0.4705882668495178
46	1.4653292459552176	1.0000000000000004e-08	0.47984557094840136	83.68811108779546	0.5114201307296753	0.44581570540474597	87.07865168539325	0.4705882668495178
47	1.5548157540033571	1.0000000000000004e-08	0.4832277142900054	83.39640497732749	0.5114201307296753	0.44581570540474597	87.07865168539325	0.4705882668495178
48	1.7866572400089353	1.0000000000000004e-08	0.4783426577343395	83.80637029757901	0.5114201307296753	0.44581570897655987	87.07865168539325	0.4705882668495178
49	1.540367781999521	1.0000000000000004e-08	0.48823100630134036	82.86818046172836	0.5114201307296753	0.44581570897655987	87.07865168539325	0.4705882668495178
50	1.4768600709503517	1.0000000000000004e-08	0.4799373737741667	83.6802270577105	0.5114201307296753	0.44581571254837377	87.07865168539325	0.4705882668495178
51	1.7591427360312082	1.0000000000000004e-08	0.48129987711035765	83.51466414380322	0.5114201307296753	0.44581570897655987	87.07865168539325	0.4705882668495178
52	1.4963545870268717	1.0000000000000004e-08	0.4850973876839893	83.20719016083254	0.5114201307296753	0.44581571254837377	87.07865168539325	0.4705882668495178
53	1.6073713690275326	1.0000000000000004e-08	0.48600565648462374	83.04951129144617	0.5114201307296753	0.44581571254837377	87.07865168539325	0.4705882668495178
54	1.4488141249748878	1.0000000000000004e-08	0.48747829947701693	82.97855575691447	0.5114201307296753	0.44581571254837377	87.07865168539325	0.4705882668495178
55	1.1392630040063523	1.0000000000000004e-08	0.48817377997775513	82.78145695364239	0.5114201307296753	0.44581571254837377	87.07865168539325	0.4705882668495178
56	1.2264372920035385	1.0000000000000004e-08	0.48124851132747465	83.53831598864711	0.5114201307296753	0.4458157161201877	87.07865168539325	0.4705882668495178
57	1.2409929119748995	1.0000000000000004e-08	0.4815811303954364	83.53831598864711	0.5114201307296753	0.4458157183525714	87.07865168539325	0.4705882668495178
58	1.1555064690182917	1.0000000000000004e-08	0.4737587899900092	84.34247871333964	0.5114201307296753	0.44581572192438534	87.07865168539325	0.4705882668495178
59	1.1648431799840182	1.0000000000000004e-08	0.4824750889779942	83.38063711926073	0.5114201307296753	0.4458157183525714	87.07865168539325	0.4705882668495178
60	1.1371679339790717	1.0000000000000004e-08	0.486685581808397	83.06527909176916	0.5114201307296753	0.44581572549619924	87.07865168539325	0.4705882668495178
61	1.1699069739552215	1.0000000000000004e-08	0.48334523460271794	83.45159261048461	0.5114201307296753	0.44581572549619924	87.07865168539325	0.4705882668495178
62	1.1598331890418194	1.0000000000000004e-08	0.4797276362508902	83.7511825922422	0.5114201307296753	0.44581572549619924	87.07865168539325	0.4705882668495178
63	1.1364544670213945	1.0000000000000004e-08	0.4787539907694991	83.79848628193	0.5114201307296753	0.44581572906801314	87.07865168539325	0.4705882668495178
64	1.299081393983215	1.0000000000000004e-08	0.49509204206538854	82.14285714285714	0.5114201307296753	0.44581572906801314	87.07865168539325	0.4705882668495178
65	1.4612595359794796	1.0000000000000004e-08	0.4781369347558793	83.86944181646169	0.5114201307296753	0.44581573063068175	87.07865168539325	0.4705882668495178
66	1.4434486859827302	1.0000000000000004e-08	0.4850329246685656	83.20719023301224	0.5114201307296753	0.44581573063068175	87.07865168539325	0.4705882668495178
67	1.504515899985563	1.0000000000000004e-08	0.48265612294567906	83.42005676442763	0.5114201307296753	0.44581573063068175	87.07865168539325	0.4705882668495178
68	1.532362477038987	1.0000000000000004e-08	0.49331862067093574	82.38725957807326	0.5114201307296753	0.44581572705886785	87.07865168539325	0.4705882668495178
69	1.5485471320571378	1.0000000000000004e-08	0.4877672373064306	82.92336810932142	0.5114201307296753	0.44581572705886785	87.07865168539325	0.4705882668495178
70	1.4553728079772554	1.0000000000000004e-08	0.48201731507126294	83.44370860927152	0.5114201307296753	0.44581573420249565	87.07865168539325	0.4705882668495178
71	1.5596117679961026	1.0000000000000004e-08	0.4769781787325553	84.05865657521286	0.5114201307296753	0.44581573420249565	87.07865168539325	0.4705882668495178
72	1.8976951750228181	1.0000000000000004e-08	0.4878943440140478	82.87606433301798	0.5114201307296753	0.44581573063068175	87.07865168539325	0.4705882668495178
73	1.7412129180156626	1.0000000000000004e-08	0.4837821465172402	83.35698525998089	0.5114201307296753	0.44581573420249565	87.07865168539325	0.4705882668495178
74	1.7151476459694095	1.0000000000000004e-08	0.48205456055891094	83.51466414380322	0.5114201307296753	0.44581573420249565	87.07865168539325	0.4705882668495178
75	1.6999036360066384	1.0000000000000004e-08	0.4795278004575926	83.72753086288581	0.5114201307296753	0.44581573420249565	87.07865168539325	0.4705882668495178
