epoch	time	lr	loss	fscore_macro	val_loss	val_fscore_macro
1	22.547196058992995	0.001	0.0906329999282431	0.5141989588737488	0.02388213339762472	0.9567393064498901
2	24.167313192010624	0.001	0.020379334664396447	0.9259181022644043	0.014578570028645309	0.9580807685852051
3	23.309745806996943	0.001	0.017385340108065583	0.9243177175521851	0.011719431260123325	0.9593256711959839
4	27.577447776013287	0.001	0.015504731224124007	0.931412935256958	0.011421060711894204	0.9685606360435486
5	32.44541577200289	0.001	0.013127146778363352	0.9413491487503052	0.009478437496190095	0.974389374256134
6	36.555691971007036	0.001	0.011710719563885173	0.9479843974113464	0.009131456005513369	0.9740004539489746
7	35.13781125799869	0.001	0.011165930201436601	0.9547598958015442	0.00829094273960171	0.9793573021888733
8	37.66226487001404	0.001	0.008667388290917946	0.9689841270446777	0.01039890034414416	0.9560288190841675
9	36.96577746098046	0.001	0.008432066740338785	0.9673218727111816	0.006751572756312002	0.9895201921463013
10	37.14971296201111	0.001	0.007355728413417302	0.9736554622650146	0.006391065129682646	0.9895201921463013
11	34.26981578001869	0.001	0.005398250636223553	0.9836302995681763	0.006129004922344457	0.9893556833267212
12	26.92569489698508	0.001	0.005051011502341733	0.9848610162734985	0.0060748333307965915	0.9893556833267212
13	22.963826977997087	0.001	0.004897709440132791	0.9848610162734985	0.005887428929458312	0.9893556833267212
14	24.412138141022297	0.001	0.004259485127322553	0.9860436916351318	0.006905465045166974	0.9895201921463013
15	22.550518306990853	0.001	0.003598261449121942	0.989869236946106	0.006750119286565924	0.9895201921463013
16	14.996931215020595	0.001	0.003360877910216622	0.992430567741394	0.00735691230201242	0.9893556833267212
17	15.148234316991875	0.001	0.0038580339478853694	0.988493800163269	0.006710209079723263	0.9895201921463013
18	15.152281282003969	0.001	0.0030190391243625657	0.992430567741394	0.006676775771169806	0.9841580986976624
19	15.570133118017111	0.001	0.0033743708173665046	0.9897918701171875	0.007211135919369645	0.9841580986976624
20	19.510164631996304	0.001	0.0029896933562889626	0.9936562776565552	0.0062281104188468585	0.9841580986976624
21	22.948481878003804	0.001	0.0031380851587692925	0.9859905242919922	0.00674696741391666	0.9841580986976624
22	20.92576582802576	0.001	0.0021736633174027067	0.9924018979072571	0.006224957168401785	0.994719386100769
23	23.207751548005035	0.001	0.0020562494537933397	0.9936076402664185	0.0057842337306420405	0.994719386100769
24	21.044080991006922	0.001	0.002022136116207278	0.9948959350585938	0.006003170217101898	0.994719386100769
25	22.222633265017066	0.001	0.0018930000941556812	0.996208131313324	0.00588981998925233	0.994719386100769
26	23.794070327014197	0.001	0.0016373114481743364	0.9936562776565552	0.005784858021903877	0.994719386100769
27	21.189840753999306	0.001	0.0017836929482355508	0.992372989654541	0.005299787979629171	1.0
28	22.004655398020986	0.001	0.0016044603675783992	0.9961937665939331	0.005579294825918111	0.994719386100769
29	23.198582504992373	0.001	0.001430191282318451	0.9961937665939331	0.00634076697143478	0.994719386100769
30	23.44745638599852	0.001	0.002282916595514667	0.989830732345581	0.006492969303873915	0.9895201921463013
31	26.76058647199534	0.001	0.0015870992929909082	0.9936320185661316	0.006492955061658543	0.994719386100769
32	26.792318033985794	0.001	0.001455928471412228	0.9949345588684082	0.006772040811615374	0.9895201921463013
33	25.03920814700541	0.001	0.0009391913767183965	0.998731255531311	0.006855376371786223	0.9891848564147949
34	23.70925222398364	0.001	0.001107396591700718	0.9949153661727905	0.007459678497146721	0.9783695936203003
35	23.980766641005175	0.001	0.000961193660874638	0.9974672794342041	0.0065954721303441415	0.9895201921463013
36	26.956959333008854	0.001	0.0009404873648123752	0.9961792230606079	0.006572967498146709	0.994719386100769
37	24.530695827008458	0.001	0.001643127645485376	0.9911187887191772	0.00635364217374792	0.994719386100769
38	23.465628945006756	0.001	0.0009247781898945736	0.9961792230606079	0.007968886249029456	0.9895201921463013
39	21.963934930972755	0.001	0.0007140204108200482	1.0	0.006262549638149127	0.994719386100769
40	20.947922710009152	0.001	0.0011013217779314631	0.9961937665939331	0.006125668050655768	0.994719386100769
41	27.999321342009353	0.001	0.002051665106199258	0.989830732345581	0.00671489563719112	0.994719386100769
42	21.80869458601228	0.001	0.0008860762564645742	0.9961937665939331	0.007768292013724245	0.9893556833267212
43	22.42487023101421	0.001	0.0009642181700727036	0.9974576830863953	0.006576755448202392	0.994719386100769
44	23.713788960012607	0.001	0.0004937841099960827	0.9974576830863953	0.006829774604370845	0.994719386100769
45	24.12025046700728	0.001	0.0008159489720832093	0.9974576830863953	0.009084017612227243	0.983906626701355
46	21.545261471997947	0.001	0.0009718514288120224	0.9974576830863953	0.007248895042505696	0.994719386100769
47	22.459420152998064	0.001	0.0008282580109493044	0.9974479675292969	0.007359212352402845	0.994719386100769
48	23.97620346301119	0.001	0.0005269565859873029	0.998731255531311	0.007192490822705791	0.994719386100769
49	21.56972270400729	0.0001	0.00037753810046784673	0.9987263679504395	0.00718145857204744	0.994719386100769
50	23.18785826698877	0.0001	0.000248369220752566	1.0	0.007176895507016973	0.994719386100769
51	22.954564482992282	0.0001	0.0006065927925940753	0.9974479675292969	0.007032014841410383	0.994719386100769
52	22.24997527600499	0.0001	0.00017604012624719068	1.0	0.007081500324771632	0.994719386100769
53	19.886980045004748	0.0001	0.00011818691253770864	1.0	0.007054490824440616	0.994719386100769
54	18.76372106198687	0.0001	0.00026198388614191243	1.0	0.0070244484061571825	0.994719386100769
55	22.015364666003734	0.0001	0.00037874795784495117	0.998731255531311	0.006951213661749759	0.994719386100769
56	20.543868570995983	0.0001	0.00011271074514511931	1.0	0.007021455818684257	0.994719386100769
57	21.501528124994365	0.0001	0.00026285401947455633	0.9987263679504395	0.007025712204338917	0.994719386100769
58	21.543759516993305	0.0001	0.00016248915401828072	1.0	0.007023313431883577	0.994719386100769
59	21.382334930996876	0.0001	0.00014707716626878448	1.0	0.0069603343555076636	0.994719386100769
60	23.170390516985208	0.0001	0.0002533306022206412	0.998731255531311	0.006897126834596222	0.994719386100769
61	20.765920857986202	0.0001	0.00035053031082122867	0.998731255531311	0.006880275148842203	0.994719386100769
