epoch	time	lr	loss	fscore_macro	val_loss	val_fscore_macro
1	11.097759791999124	0.001	0.3889892071720023	0.8274649977684021	0.3335102019747298	0.994719386100769
2	12.054093034006655	0.001	0.3193159393430069	0.9974576830863953	0.31809263680148964	0.994719386100769
3	12.70660020102514	0.001	0.31647645136366304	0.9949153661727905	0.31700410848885924	0.994719386100769
4	12.385863393021282	0.001	0.3149622028978402	0.9974576830863953	0.31684351331325034	0.994719386100769
5	13.674513351987116	0.001	0.3146471300096846	0.9974672794342041	0.3171004126868655	0.994719386100769
6	13.546985841006972	0.001	0.3167120348885171	0.9936562776565552	0.3168038358939952	0.994719386100769
7	12.009886213985737	0.001	0.314615975968962	0.9961937665939331	0.31688061208281687	0.994719386100769
8	12.172739359957632	0.001	0.31479799958520094	0.9974576830863953	0.31679505731292706	0.994719386100769
9	13.611414715996943	0.001	0.3164996195171181	0.9936562776565552	0.3193680887246252	0.9893556833267212
10	13.14590565400431	0.001	0.31486637147914753	0.9961792230606079	0.31680330463390255	0.994719386100769
11	13.981702693970874	0.001	0.31531676038979045	0.9961937665939331	0.31724625246309157	0.994719386100769
12	13.886386610975023	0.001	0.3151017348528969	0.9961792230606079	0.3168649444478241	0.994719386100769
13	12.57158096297644	0.001	0.3148863142117737	0.9974576830863953	0.3167913066681905	0.994719386100769
14	14.919966524990741	0.001	0.315094116802892	0.9961792230606079	0.3167899536876822	0.994719386100769
15	12.847423436003737	0.001	0.31558958011011207	0.9961792230606079	0.3192337793321466	0.9893556833267212
16	14.800982910965104	0.001	0.31403734178890563	0.998731255531311	0.3192013167256686	0.9893556833267212
17	19.22288643900538	0.001	0.3145050809801828	0.9974576830863953	0.3167846248527268	0.994719386100769
18	17.81009288597852	0.001	0.3145408297750123	0.9974576830863953	0.31678541922689085	0.994719386100769
19	12.939915469032712	0.001	0.3148688197965184	0.9974576830863953	0.3167848695312912	0.994719386100769
20	15.754740263975691	0.001	0.31554377557193014	0.9961792230606079	0.3167991400214296	0.994719386100769
21	17.049992231011856	0.001	0.3145411423612367	0.9974672794342041	0.3168066786012458	0.994719386100769
22	18.149766781018116	0.001	0.3148385149095713	0.9974672794342041	0.31924958862551495	0.9895201921463013
23	19.655630604014732	0.001	0.31439847672375787	0.9974576830863953	0.3217830521826768	0.9844002723693848
24	14.472577248001471	0.001	0.3159832290082419	0.9949536919593811	0.31986992760519284	0.9895201921463013
25	15.240253044001292	0.001	0.3159419769455843	0.9949536919593811	0.3167838003467675	0.994719386100769
26	14.027487799001392	0.001	0.31546015312712716	0.9961792230606079	0.31678341396489934	0.994719386100769
27	12.386342470999807	0.001	0.3146489682511873	0.9974672794342041	0.3167841565219601	0.994719386100769
28	11.78228908701567	0.0001	0.3153111727755104	0.9961792230606079	0.3167837695710024	0.994719386100769
29	13.403579028032254	0.0001	0.31631073404274723	0.9949345588684082	0.31678379585395505	0.994719386100769
30	11.98893724399386	0.0001	0.31489209345610825	0.9974672794342041	0.31678369973772136	0.994719386100769
31	12.188929177005775	0.0001	0.31403601111470125	0.998731255531311	0.31678359779580756	0.994719386100769
32	12.427562104014214	0.0001	0.31602967256476855	0.9949153661727905	0.3167834925441886	0.994719386100769
33	12.468334873963613	0.0001	0.3152807735876124	0.9961792230606079	0.3167833661763512	0.994719386100769
34	13.379196605004836	0.0001	0.31529158616177455	0.9961937665939331	0.3167830092074284	0.994719386100769
35	11.089323869033251	0.0001	0.3147471671073708	0.9974672794342041	0.3167829448703545	0.994719386100769
36	11.662241213954985	0.0001	0.3144925655477443	0.9974576830863953	0.3167828204943307	0.994719386100769
37	14.124823182006367	0.0001	0.31564184249786464	0.9949153661727905	0.31678273340865	0.994719386100769
38	12.881449860986322	0.0001	0.31403503593744336	0.998731255531311	0.3167826803185832	0.994719386100769
39	12.414151969947852	0.0001	0.31584307833807623	0.9961792230606079	0.3167826653425418	0.994719386100769
40	12.901027709012851	0.0001	0.31469964585821936	0.9974576830863953	0.31678256435909463	0.994719386100769
41	12.627179596980568	0.0001	0.3146368491362786	0.9974672794342041	0.31678249180017404	0.994719386100769
42	15.029279961017892	0.0001	0.31560245329616743	0.9961937665939331	0.3167824564716924	0.994719386100769
43	13.329326864972245	0.0001	0.3149466499565591	0.9961937665939331	0.3167824182378587	0.994719386100769
44	13.179332175001036	0.0001	0.3149042349032168	0.9961937665939331	0.316782191186095	0.994719386100769
45	13.80747334897751	0.0001	0.3161704698049678	0.9949345588684082	0.31678216569687256	0.994719386100769
46	14.152609583048616	0.0001	0.31403466527594415	0.998731255531311	0.3167821288857628	0.994719386100769
47	14.137903267983347	0.0001	0.3147757327642255	0.9974672794342041	0.31678208967848637	0.994719386100769
48	12.231446944992058	0.0001	0.31445478039682895	0.9974576830863953	0.31678192369901953	0.994719386100769
49	9.186633359000552	0.0001	0.3155048014718242	0.9961792230606079	0.31678174313288837	0.994719386100769
50	6.365869106026366	0.0001	0.3154258775947602	0.9949345588684082	0.3167819293749392	0.994719386100769
