epoch	time	lr	loss	top_level_accuracy	fscore_macro	val_loss	val_top_level_accuracy	val_fscore_macro
1	1.2365483929752372	0.001	0.4818004852509905	83.43709043250328	0.456389456987381	0.37106758907061665	85.22408963585434	0.469565212726593
2	1.2149234450189397	0.001	0.3151960868393297	84.38728702490171	0.456389456987381	0.2823357025281388	85.22408963585434	0.469565212726593
3	1.2623131480067968	0.001	0.2873025056692438	84.10878112712975	0.456389456987381	0.2726992795280382	85.22408963585434	0.469565212726593
4	1.293629527965095	0.001	0.2860800528784098	83.58453473132373	0.456389456987381	0.269772143591018	85.22408963585434	0.469565212726593
5	1.4282052649650723	0.001	0.27565970503252735	84.30537352555702	0.456389456987381	0.2703796187702681	85.22408963585434	0.469565212726593
6	1.7549768980243243	0.001	0.28523859739069235	83.02752293577981	0.456389456987381	0.26879302969499796	85.22408963585434	0.469565212726593
7	1.8115538109559566	0.001	0.2701544918871801	84.22346002621232	0.456389456987381	0.2664103780140062	85.22408963585434	0.469565212726593
8	1.788369155023247	0.001	0.27619688986247676	83.46985583224115	0.456389456987381	0.26675012540750476	85.22408963585434	0.469565212726593
9	1.805835565959569	0.001	0.27826171517762727	83.0602883355177	0.456389456987381	0.2653969270007617	85.22408963585434	0.469565212726593
10	1.8478780169971287	0.001	0.26083498656124776	84.33813892529488	0.5026929378509521	0.24350957334542475	85.22408963585434	0.469565212726593
11	1.868276135995984	0.001	0.16946236800944353	81.02883355176934	0.9118421077728271	0.22005428352943657	85.22408963585434	0.5986841917037964
12	1.943358446995262	0.001	0.1955603729069311	79.2267365661861	0.8441126346588135	0.1710411901233577	93.90756302521008	0.907575786113739
13	1.9380063129938208	0.001	0.15402489482653406	79.14482306684141	0.9568067193031311	0.16812525685427904	93.90756302521008	0.907575786113739
14	1.9985249300370924	0.001	0.13784593970638115	77.24442988204456	0.9643607139587402	0.1786668688810172	93.90756302521008	0.8708539009094238
15	1.9627369879744947	0.001	0.14609964568836817	80.78309305373526	0.9345543384552002	0.21535960682967797	93.90756302521008	0.7841981649398804
16	1.7936179370153695	0.001	0.13506836200994715	80.38990825688073	0.97861647605896	0.16563153308646686	93.90756302521008	0.907575786113739
17	1.7816416890127584	0.001	0.13083785723499358	81.12712975098296	0.97861647605896	0.17520712662477786	93.90756302521008	0.8708539009094238
18	1.8762458260171115	0.001	0.1287118387487894	76.8348623853211	0.97861647605896	0.18300527693176805	93.90756302521008	0.8386243581771851
19	1.9535204920102842	0.001	0.12931424553163087	82.47051114023591	0.97861647605896	0.18439664059326427	93.90756302521008	0.8386243581771851
20	1.9261266039684415	0.001	0.13003226313959723	83.55176933158585	0.97861647605896	0.1892471520506701	93.90756302521008	0.8386243581771851
21	1.8329056749935262	0.001	0.12979715603597825	79.63630406290957	0.97861647605896	0.19608165119208543	93.90756302521008	0.8386243581771851
22	1.7977762859663926	0.001	0.13508452598108064	81.04521625163827	0.9650449752807617	0.16187683332200145	93.90756302521008	0.907575786113739
23	1.849809305043891	0.001	0.12186931142019569	76.8348623853211	0.9930090308189392	0.16269750171014907	93.90756302521008	0.907575786113739
24	2.005614331981633	0.001	0.13056889781789416	79.24311926605505	0.97861647605896	0.23830356726459428	88.58543417366947	0.7607842683792114
25	1.8204858929966576	0.001	0.12000101017686361	80.68479685452162	0.9930090308189392	0.21785282930072283	88.58543417366947	0.7607842683792114
26	2.007273105031345	0.001	0.12009770883098342	80.37352555701179	0.9930090308189392	0.21939845671172903	88.58543417366947	0.7841981649398804
27	1.8291201890097	0.001	0.12056280000728517	78.01441677588467	0.9930090308189392	0.22147342704591297	88.58543417366947	0.7841981649398804
28	2.2222149549634196	0.001	0.12009002178477741	78.07994757536042	0.9930090308189392	0.22266936861500353	88.58543417366947	0.7841981649398804
29	2.1981064110295847	0.001	0.11916142209954218	81.12712975098296	0.9930090308189392	0.22155799652014127	88.58543417366947	0.7841981649398804
30	1.8304910229635425	0.001	0.11954239528347906	81.88073394495413	0.9930090308189392	0.2233968570786698	88.58543417366947	0.7841981649398804
31	1.9072387019987218	0.001	0.1180472015787702	80.81585845347313	0.9930090308189392	0.22303417466935657	88.58543417366947	0.7841981649398804
32	2.0462261930224486	0.001	0.11878099148973413	82.65072083879423	0.9930090308189392	0.2226886999707262	88.58543417366947	0.7841981649398804
33	2.095820447022561	0.001	0.11999834464621263	82.43774574049803	0.9930090308189392	0.22152307195489815	88.58543417366947	0.7841981649398804
