epoch	time	lr	loss	fscore_macro	val_loss	val_fscore_macro
1	9.48735203500837	0.001	0.3555257900375123	0.4926227927207947	0.34543902441185326	0.49182838201522827
2	10.602970895997714	0.001	0.3414657298882911	0.49285757541656494	0.3454202048443071	0.49182838201522827
3	14.465661733003799	0.001	0.34136988988133654	0.49285757541656494	0.3442084611660272	0.5073386430740356
4	15.662091159960255	0.001	0.32746472602994975	0.8671987056732178	0.3213714320755484	0.9360730051994324
5	19.38534428999992	0.001	0.32360584260202324	0.9065049290657043	0.3212589164624861	0.9173160791397095
6	18.938354354992043	0.001	0.32188174592441293	0.9135789275169373	0.3187084379657429	0.9602397680282593
7	18.679149567964487	0.001	0.32040816451685095	0.93412184715271	0.318035654985725	0.9616438150405884
8	18.330279754998628	0.001	0.3191244856044794	0.9455503821372986	0.3175399265696655	0.9667046070098877
9	16.73752784600947	0.001	0.31785357570767825	0.9583407640457153	0.3180070513157389	0.9484456181526184
10	17.517338806996122	0.001	0.3170712140174994	0.9662282466888428	0.3193073079813665	0.9515674114227295
11	18.132260493992362	0.001	0.31689834302446973	0.9668030738830566	0.31903725422207435	0.947598934173584
12	16.947577690007165	0.001	0.31701090675298105	0.9662747383117676	0.31834333579444407	0.9570379853248596
13	16.569164639979135	0.001	0.3171915611548929	0.9625066518783569	0.31933249928543916	0.9398531913757324
14	16.191058964992408	0.001	0.3165421387715328	0.9669325351715088	0.31806725456786517	0.9590200781822205
15	16.531098243023735	0.001	0.3158621067147881	0.9751023054122925	0.31851529580863874	0.953120231628418
16	16.809757970040664	0.001	0.31622810080462244	0.9730274677276611	0.31732017532664925	0.9706372618675232
17	15.22989487403538	0.001	0.31562231157698506	0.9769970178604126	0.3175031969744955	0.9661763310432434
18	14.876788570021745	0.001	0.31576639516811195	0.9759038090705872	0.31810132498717186	0.9577203392982483
19	16.2461424570065	0.001	0.31508017825433227	0.9834015369415283	0.3176463346235716	0.9583806991577148
20	15.012904903967865	0.001	0.3150813765428754	0.9834662675857544	0.3182114998000351	0.9570379853248596
21	15.962023611995392	0.001	0.31506489102578594	0.9855329990386963	0.31793632974576713	0.9616438150405884
22	15.707411765994038	0.001	0.3152850188976792	0.9811793565750122	0.3179449766425032	0.9616438150405884
23	16.970658564998303	0.001	0.3151112200766853	0.9822598695755005	0.3174323809805827	0.9661763310432434
24	16.02383599395398	0.001	0.31518609079712134	0.983204185962677	0.31804884402596173	0.9616438150405884
25	16.296255283989012	0.001	0.31486994992614076	0.9864341020584106	0.31853540782353384	0.9570379853248596
26	16.012190548994113	0.001	0.31489348634508213	0.9842850565910339	0.32000812709930554	0.9378435611724854
27	13.672554610995576	0.001	0.3149923997161081	0.9843469858169556	0.31809504375086356	0.9570379853248596
28	15.456644179997966	0.001	0.31481011089352573	0.9864341020584106	0.31845737751105324	0.9523569941520691
29	16.67107218899764	0.001	0.31476357208104155	0.9864872694015503	0.3184442231553284	0.9570379853248596
30	15.267774181033019	0.001	0.3151682065284732	0.981326699256897	0.31855067384602437	0.9538586139678955
31	16.843470441992395	0.001	0.31470188804370997	0.9875022172927856	0.3180383326120712	0.9570379853248596
32	17.11995040299371	0.001	0.31450623945072964	0.9875022172927856	0.31817581499341746	0.9570379853248596
33	16.583103073004168	0.001	0.31442110097888176	0.9895851612091064	0.3184314543278373	0.9570379853248596
34	16.988446412957273	0.001	0.31455918766574315	0.9885661602020264	0.318966349420236	0.9484456181526184
35	15.786488233017735	0.001	0.3141792831201757	0.9926952719688416	0.3185171698056274	0.9500569105148315
36	15.923546903999522	0.001	0.3143254994822685	0.9906450510025024	0.3192657813504713	0.9484456181526184
37	16.614678844984155	0.001	0.3142475839901819	0.9916681051254272	0.3190839938931729	0.9484456181526184
38	15.52064896299271	0.0001	0.31429084380970723	0.9906450510025024	0.31905883189721324	0.9538586139678955
39	15.511841646046378	0.0001	0.3145858588750502	0.9884299635887146	0.3190597555595427	0.9538586139678955
40	16.30907188600395	0.0001	0.3145269642215809	0.9875511527061462	0.31898021754907	0.9500569105148315
41	16.734551816014573	0.0001	0.31435212317575056	0.9896259307861328	0.319134951581308	0.9454692006111145
42	16.696494957024697	0.0001	0.3145606694484956	0.9885210990905762	0.3188930469841214	0.9500569105148315
43	18.374900668975897	0.0001	0.3144746976807392	0.9896664023399353	0.31904455045958857	0.9463138580322266
44	16.9538962719962	0.0001	0.3139365843885613	0.9948028326034546	0.31899500793248564	0.9417330026626587
45	16.021169222018216	0.0001	0.31430978961403633	0.9906450510025024	0.31903213517150686	0.9508240818977356
46	17.171673616976477	0.0001	0.31406620715129113	0.9937755465507507	0.31927326519285615	0.9417330026626587
47	15.806354853033554	0.0001	0.3140349144782807	0.9937511086463928	0.3191532611247882	0.9445966482162476
48	16.073545116989408	0.0001	0.31418309816749707	0.9916681051254272	0.3190148138071424	0.9492645263671875
49	16.384966867044568	0.0001	0.3140481769671556	0.9937511086463928	0.31885198892360955	0.9538586139678955
50	16.909093696973287	0.0001	0.313916545275041	0.9948028326034546	0.31885188728121655	0.9500569105148315
