epoch	time	lr	loss	fscore_macro	val_loss	val_fscore_macro
1	27.02788885802147	0.001	1.0540560971359692	0.49010616540908813	0.9224463225908615	0.46520620584487915
2	29.9136572679854	0.001	0.8110441588692062	0.8423566818237305	0.7688258050973691	0.940725564956665
3	35.66838596199523	0.001	0.7701682144348401	0.9308229684829712	0.7570830155257604	0.9506046772003174
4	34.5568112230103	0.001	0.7613677178145353	0.9281558990478516	0.7426308899069551	0.9740004539489746
5	39.90745227498701	0.001	0.7507670088142772	0.9355130195617676	0.7460196666082545	0.9685606360435486
6	36.03322013100842	0.001	0.7467540807878431	0.9348486661911011	0.7350319178559672	0.9790403842926025
7	34.01359881600365	0.001	0.740263718708522	0.9428452253341675	0.7393395693158384	0.9498937129974365
8	36.54168091301108	0.001	0.7369385161969718	0.9466943740844727	0.7338308308891316	0.9636006355285645
9	31.262398783001117	0.001	0.734648001446856	0.9448436498641968	0.7311998844745771	0.9735968112945557
10	24.112669591995655	0.001	0.7307020418183645	0.946489691734314	0.7341546384233926	0.9895201921463013
11	22.432881724002073	0.001	0.7277800537512422	0.9513543844223022	0.7287212547644898	0.9893556833267212
12	23.845751496992307	0.001	0.7234270815934133	0.9589078426361084	0.7338928396977372	0.9893556833267212
13	16.26430268099648	0.001	0.719343018743872	0.965198278427124	0.7326079873283904	0.9893556833267212
14	14.871165378019214	0.001	0.7123580523874377	0.9798904657363892	0.7239746400758849	0.9946355223655701
15	14.847299196000677	0.001	0.7119404822978805	0.9708187580108643	0.7271448593942365	0.9836453199386597
16	16.135438183002407	0.001	0.7103778657843605	0.9760750532150269	0.7268823130346422	0.9836453199386597
17	17.66368542899727	0.001	0.7035292303607026	0.9885377287864685	0.7249401167709024	0.9946355223655701
18	23.08510617702268	0.001	0.7010204316082778	0.9871907234191895	0.7252917918128584	0.9891848564147949
19	22.112419451004826	0.001	0.701364755657682	0.9912184476852417	0.737058627156157	0.9836453199386597
20	23.484612967004068	0.001	0.6993101966232894	0.9961792230606079	0.7287712520091378	0.983906626701355
21	21.081240074010566	0.001	0.6986164636752776	0.989869236946106	0.726850679052535	0.9946355223655701
22	21.40168742102105	0.001	0.6965497219789557	0.9949345588684082	0.7215496276191731	1.0
23	23.647695416992065	0.001	0.6965207115847187	0.9936562776565552	0.7279682933385647	0.9891848564147949
24	21.285230239009252	0.001	0.6985245421112488	0.9899073839187622	0.7409243755604155	0.9722893238067627
25	22.540506175981136	0.001	0.6946526464775387	0.9936562776565552	0.7275518863644432	0.9891848564147949
26	22.86630742601119	0.001	0.6929770619720509	0.9936320185661316	0.7233357184496357	1.0
27	24.408513230999233	0.001	0.6974118365258852	0.992430567741394	0.7368828319724481	0.9836453199386597
28	27.22285006099264	0.001	0.6957893791445061	0.9860965013504028	0.7364601919698954	0.9836453199386597
29	26.246909678011434	0.001	0.6930813167016064	0.9911187887191772	0.731769359141738	0.9946355223655701
30	27.855825648992322	0.001	0.6912626505428253	0.9910507202148438	0.73300825528164	0.9946355223655701
31	23.912221066013444	0.001	0.6894417900372454	0.9974576830863953	0.734138850051554	1.0
32	26.77372237300733	0.001	0.6890874783456332	0.9936562776565552	0.7345081871178881	0.9946355223655701
33	25.52890017000027	0.001	0.6865514055232608	1.0	0.7333886672803505	1.0
34	21.982230989000527	0.001	0.6898510428216686	0.9961937665939331	0.7274439979438206	1.0
35	24.839235630992334	0.001	0.6908925436951168	0.9949153661727905	0.7348533008565855	1.0
36	21.468101193982875	0.001	0.6879495595537116	0.9961792230606079	0.7337586192030403	0.994719386100769
37	22.396546595991822	0.001	0.6853930803549196	1.0	0.7370721391996546	1.0
38	25.69034847099101	0.001	0.6875473189848779	0.9949536919593811	0.7447743688396473	0.994719386100769
39	21.896141859993804	0.001	0.690811936049712	0.9936076402664185	0.7426171151537392	0.994719386100769
40	23.77623575599864	0.001	0.6879316056885351	0.9949153661727905	0.7384539164190915	0.9895201921463013
41	23.04805447801482	0.001	0.687201189599215	0.9987263679504395	0.7403740860409473	1.0
42	22.11853450597846	0.001	0.6896178750861859	0.998731255531311	0.7308707508909044	0.994719386100769
43	20.099446706008166	0.001	0.6860278800719547	0.9961792230606079	0.7384098908709521	1.0
44	21.098747028998332	0.0001	0.6857583726508708	0.9961937665939331	0.7364921536876927	1.0
45	22.816249884985154	0.0001	0.6846929250930975	0.998731255531311	0.7357064958792835	1.0
46	22.71102197599248	0.0001	0.6852065922665017	0.9974672794342041	0.735331202751428	1.0
47	22.742912515997887	0.0001	0.6835752902532306	1.0	0.7353905713438389	1.0
48	22.645373722014483	0.0001	0.6851886228629265	0.9974576830863953	0.7357640888822737	1.0
49	21.54972400900442	0.0001	0.6834444503567213	1.0	0.7338250653228569	1.0
50	23.502870280994102	0.0001	0.6843025476566292	0.998731255531311	0.7327220142786227	1.0
51	20.58752583700698	0.0001	0.6846868599517436	0.9974576830863953	0.7366791304032407	1.0
52	18.283258882991504	0.0001	0.6841801268465232	0.9974479675292969	0.7348659483332131	1.0
53	19.84631150701898	0.0001	0.6839796071898667	0.998731255531311	0.7376089391995914	1.0
54	22.01882315101102	0.0001	0.6829820448567324	1.0	0.7375005129893222	1.0
55	20.092601634998573	0.0001	0.6831207574467415	1.0	0.7375400911623509	1.0
56	19.487947926012566	0.0001	0.6833323870176654	1.0	0.7375053628305694	1.0
57	21.063057621999178	0.0001	0.6828385802356095	1.0	0.7377986442503618	1.0
58	23.928441725001903	0.0001	0.6832960049515237	1.0	0.7394180330199812	1.0
59	21.04938005999429	0.0001	0.6826752149837158	1.0	0.7397492667238916	1.0
60	21.980691715987632	0.0001	0.6842497100116645	0.998731255531311	0.737757089239868	1.0
61	25.552795779978624	0.0001	0.683306756204748	0.9987263679504395	0.7385925172561377	1.0
62	25.92887030201382	0.0001	0.6834111276354264	0.9987263679504395	0.7378797745285322	1.0
63	22.39883422202547	0.0001	0.684542280059677	0.9987263679504395	0.7406942130932257	1.0
64	25.069034974992974	0.0001	0.6838284984786667	0.998731255531311	0.7406563589021788	1.0
65	20.571523913007695	0.0001	0.6826066369544904	1.0	0.7407123081049128	1.0
66	20.203272899991134	0.0001	0.6844961005845572	0.9987263679504395	0.7378648549168553	1.0
67	18.976239215000533	0.0001	0.6835154477744353	0.9987263679504395	0.738512094775636	1.0
68	19.09043767399271	0.0001	0.6829172758287192	1.0	0.7394541947086852	1.0
69	19.484859460004373	0.0001	0.6828026015764768	1.0	0.7400090950817318	1.0
