epoch	time	lr	loss	fscore_macro	val_loss	val_fscore_macro
1	22.817454347998137	0.001	0.02703981275691153	0.4916849732398987	0.016814056450697643	0.46520620584487915
2	20.904141401988454	0.001	0.007492032006156935	0.720008909702301	0.0021818751665815036	0.9313517212867737
3	20.7147414929932	0.001	0.0018452356263276366	0.9058848023414612	0.0015241138374985164	0.950935959815979
4	21.38197843299713	0.001	0.0014197472191914578	0.8962633609771729	0.0012075434041083158	0.9409909248352051
5	20.29410824397928	0.001	0.001165551182627338	0.9134992361068726	0.0008312176519901909	0.9587146639823914
6	23.72968174799462	0.001	0.0008548469843349485	0.910742461681366	0.0008825501754655311	0.9545758962631226
7	21.68318927800283	0.001	0.0008196171344665617	0.9180644750595093	0.0012851725121838364	0.9593256711959839
8	21.96795006102184	0.001	0.0007934333527797793	0.9237911701202393	0.001649875014121808	0.9636006355285645
9	23.46788761302014	0.001	0.0006025071993040269	0.9116895794868469	0.0009236958982357428	0.9690359830856323
10	21.588092735997634	0.001	0.0005385580117175837	0.9218873977661133	0.001069639413500551	0.9630355834960938
11	24.17942969899741	0.001	0.0005427131182703709	0.9116945266723633	0.0006862399191712614	0.9694942235946655
12	26.352966887003276	0.001	0.00047442625856736675	0.9342288970947266	0.0009310429269944004	0.9630355834960938
13	26.721870709996438	0.001	0.0004888703000050666	0.9256824254989624	0.0011447788857335422	0.9483933448791504
14	24.440227902989136	0.001	0.0005672305702571791	0.9165705442428589	0.0007826990667899051	0.9740004539489746
15	25.254201213014312	0.001	0.0003920810704751112	0.9338546991348267	0.0011934355987076783	0.9506046772003174
16	24.368090753996512	0.001	0.0005302874985069108	0.9133436679840088	0.0009196016806453915	0.9409909248352051
17	26.75690405900241	0.001	0.00022670696736442443	0.9205827713012695	0.0008249299834721053	0.945035994052887
18	24.642762684990885	0.001	0.00020344935681287286	0.9310949444770813	0.0010421106638620846	0.9400328397750854
19	22.32016076898435	0.001	0.00011998718318325829	0.9152690768241882	0.0015336653695034621	0.9390366077423096
20	20.246936334995553	0.001	0.0001730083516922219	0.9285856485366821	0.0012855528362432317	0.9105796813964844
21	22.460307616973296	0.001	7.566346085211587e-05	0.9429062604904175	0.001171643912193164	0.9267272353172302
22	26.374749687005533	0.001	4.9761769328126615e-05	0.9431219100952148	0.0028273002062011604	0.8443361520767212
